Pathway,MM1,MM2,MM3,MM4,MV1,MV2,MV3,UM1,UM2,UM3,UM4,UM5
PWY-7352: daunorubicin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7485: tetracenomycin C biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5381: pyridine nucleotide cycling (plants),0,0,0,0,0,0,0,0,0,0,0,0
PWY-6577: farnesylcysteine salvage pathway,0,0,0,0,0,0,0,0,0,0,0,0
ECASYN-PWY: enterobacterial common antigen biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
P181-PWY: nicotine degradation I (pyridine pathway),0,0,0,0,0,0,0,0,0,0,0,0
PWY-6167: flavin biosynthesis II (archaea),0,0,0,0,0,0,0,0,0,0,0,0
PWY-6244: bergamotene biosynthesis II,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (archaea),0,0,0,0,0,0,0,0,0,0,0,0
PWY-7102: bisabolene biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7287: novobiocin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3061: menthol biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5098: chlorophyll a degradation I,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5434: (3E)-4,8-dimethylnona-1,3,7-triene biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0
PWY-5733: germacrene biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
"PWY66-3: cholesterol biosynthesis II (via 24,25-dihydrolanosterol)",0,0,0,0,0,0,0,0,0,0,0,0
PWY66-5: superpathway of cholesterol biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2681: trans-zeatin biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5954: (1'S,5'S)-averufin biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0
P341-PWY: glycolysis V (Pyrococcus),0,0,0,0,0,0,0,0,0,0,0,0
PWY-3301: sinapate ester biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
PWY-6142: gluconeogenesis II (Methanobacterium thermoautotrophicum),0,0,0,0,0,0,0,0,0,0,0,0
PWY-7106: erythromycin D biosynthesis,0,0,0,0,0,0,0,0,0,0,0,0
# Pathway,0,0,0,0,0,0,0,0,0,0,0,0
"12DICHLORETHDEG-PWY: 1,2-dichloroethane degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,90
2ASDEG-PWY: orthanilate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
4-HYDROXYMANDELATE-DEGRADATION-PWY: 4-hydroxymandelate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
4TOLCARBDEG-PWY: 4-toluenecarboxylate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified,0,0,0,0,0,0,0,0,0,0,0,98
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified,0,0,0,0,0,0,0,0,0,0,0,97
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,36
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
ARO-PWY: chorismate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
AST-PWY: L-arginine degradation II (AST pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
CARNMET-PWY: L-carnitine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
CENTFERM-PWY: pyruvate fermentation to butanoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"CHLOROPHYLL-SYN: chlorophyllide a biosynthesis I (aerobic, light-dependent)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
CITRULBIO-PWY: L-citrulline biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,31
COA-PWY-1: coenzyme A biosynthesis II (mammalian)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
COA-PWY: coenzyme A biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
CODH-PWY: reductive acetyl coenzyme A pathway|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
COLANSYN-PWY: colanic acid building blocks biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
CRNFORCAT-PWY: creatinine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
DAPLYSINESYN-PWY: L-lysine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,61
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ENTBACSYN-PWY: enterobactin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
FAO-PWY: fatty acid &beta;-oxidation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
FERMENTATION-PWY: mixed acid fermentation|unclassified,0,0,0,0,0,0,0,0,0,0,0,2
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
FUCCAT-PWY: fucose degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GALACTARDEG-PWY: D-galactarate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GALACTUROCAT-PWY: D-galacturonate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GALLATE-DEGRADATION-I-PWY: gallate degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GALLATE-DEGRADATION-II-PWY: gallate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GAMMAHEXCHLORDEG-PWY: &gamma;-hexachlorocyclohexane degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
GLUCARDEG-PWY: D-glucarate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLUCONEO-PWY: gluconeogenesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,99
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLUDEG-I-PWY: GABA shunt|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLUTORN-PWY: L-ornithine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLYCOCAT-PWY: glycogen degradation I (bacterial)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,42
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HISDEG-PWY: L-histidine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HISHP-PWY: L-histidine degradation VI|unclassified,0,0,0,0,0,0,0,0,0,0,0,94
HISTSYN-PWY: L-histidine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,87
ILEUDEG-PWY: L-isoleucine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
KETOGLUCONMET-PWY: ketogluconate metabolism|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LEU-DEG2-PWY: L-leucine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LIPASYN-PWY: phospholipases|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LPSSYN-PWY: superpathway of lipopolysaccharide biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LYSDEGII-PWY: L-lysine degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LYSINE-AMINOAD-PWY: L-lysine biosynthesis IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
LYSINE-DEG1-PWY: L-lysine degradation XI (mammalian)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS: protein N-glycosylation (eukaryotic, high mannose)|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
METH-ACETATE-PWY: methanogenesis from acetate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
METHANOGENESIS-PWY: methanogenesis from H2 and CO2|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
METHGLYUT-PWY: superpathway of methylglyoxal degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
METSYN-PWY: L-homoserine and L-methionine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
NADSYN-PWY: NAD biosynthesis II (from tryptophan)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
NAGLIPASYN-PWY: lipid IVA biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
NPGLUCAT-PWY: Entner-Doudoroff pathway II (non-phosphorylative)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
ORNDEG-PWY: superpathway of ornithine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,65
P108-PWY: pyruvate fermentation to propanoate I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P122-PWY: heterolactic fermentation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P124-PWY: Bifidobacterium shunt|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
P161-PWY: acetylene degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P163-PWY: L-lysine fermentation to acetate and butanoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P164-PWY: purine nucleobases degradation I (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P165-PWY: superpathway of purines degradation in plants|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P184-PWY: protocatechuate degradation I (meta-cleavage pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P221-PWY: octane oxidation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P23-PWY: reductive TCA cycle I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P241-PWY: coenzyme B biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P261-PWY: coenzyme M biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P3-PWY: gallate degradation III (anaerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P381-PWY: adenosylcobalamin biosynthesis II (late cobalt incorporation)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
P41-PWY: pyruvate fermentation to acetate and lactate I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
P42-PWY: incomplete reductive TCA cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
P562-PWY: myo-inositol degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
P601-PWY: (+)-camphor degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,1
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified,0,0,0,0,0,0,0,0,0,0,0,18
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PHOSLIPSYN2-PWY: superpathway of phospholipid biosynthesis II (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PHOTOALL-PWY: oxygenic photosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,1
PPGPPMET-PWY: ppGpp biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PROPFERM-PWY: L-alanine fermentation to propanoate and acetate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-101: photosynthesis light reactions|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1042: glycolysis IV (plant cytosol)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-1121: suberin monomers biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1186: L-homomethionine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1361: benzoyl-CoA degradation I (aerobic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1501: mandelate degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1541: superpathway of taurine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1622: formaldehyde assimilation I (serine pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-181: photorespiration|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1882: superpathway of C1 compounds oxidation to CO2|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2201: folate transformations I|unclassified,0,0,0,0,0,0,0,0,0,0,0,63
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-2464: maackiain biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2504: superpathway of aromatic compound degradation via 3-oxoadipate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2541: plant sterol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2582: brassinosteroid biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-2723: trehalose degradation V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-282: cuticular wax biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2941: L-lysine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-2942: L-lysine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,94
PWY-3081: L-lysine biosynthesis V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-321: cutin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3385: choline biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3481: superpathway of L-phenylalanine and L-tyrosine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3502: superpathway of NAD biosynthesis in eukaryotes|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-361: phenylpropanoid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3661: glycine betaine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3781: aerobic respiration I (cytochrome c)|unclassified,0,0,0,0,0,0,0,0,0,0,0,15
PWY-3801: sucrose degradation II (sucrose synthase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3841: folate transformations II|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-3941: &beta;-alanine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4041: &gamma;-glutamyl cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4061: glutathione-mediated detoxification I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4202: arsenate detoxification I (glutaredoxin)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4221: pantothenate and coenzyme A biosynthesis II (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4242: pantothenate and coenzyme A biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4321: L-glutamate degradation IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4722: creatinine degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4762: superpathway of choline biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4981: L-proline biosynthesis II (from arginine)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-4984: urea cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,1
PWY-5004: superpathway of L-citrulline metabolism|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5005: biotin biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5022: 4-aminobutanoate degradation V|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5030: L-histidine degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5041: S-adenosyl-L-methionine cycle II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5044: purine nucleotides degradation I (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5055: nicotinate degradation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5062: superpathway of nicotinate degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5067: glycogen biosynthesis II (from UDP-D-Glucose)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5068: chlorophyll cycle|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5080: very long chain fatty acid biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5088: L-glutamate degradation VIII (to propanoate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5097: L-lysine biosynthesis VI|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-5100: pyruvate fermentation to acetate and lactate II|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY-5101: L-isoleucine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,64
PWY-5103: L-isoleucine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5104: L-isoleucine biosynthesis IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5109: 2-methylbutanoate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|unclassified,0,0,0,0,0,0,0,0,0,0,0,3
PWY-5129: sphingolipid biosynthesis (plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5135: xanthohumol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation|unclassified",0,0,0,0,0,0,0,0,0,0,0,0
PWY-5140: cannabinoid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5156: superpathway of fatty acid biosynthesis II (plant)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5163: p-cumate degradation to 2-oxopent-4-enoate|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5168: ferulate and sinapate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5173: superpathway of acetyl-CoA biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5177: glutaryl-CoA degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5178: toluene degradation IV (aerobic) (via catechol)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5179: toluene degradation V (aerobic) (via toluene-cis-diol)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5180: toluene degradation I (aerobic) (via o-cresol)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY-5181: toluene degradation III (aerobic) (via p-cresol)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
