"","LevelD","MM1","MM2","MM3","MM4","MV1","MV2","MV3","UM1","UM2","UM3","UM4","UM5","Order","LevelA","LevelB","LevelC_id","LevelC","LevelD_id","EC"
"9134","K10439",14682,13245,4238,2854,17669,4293,3210,16963,14555,14683,15271,23822,9348,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","rbsB; ribose transport system substrate-binding protein									",""
"9135","K10440",24,0,0,0,0,0,16,36,0,0,54,0,9349,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","rbsC; ribose transport system permease protein									",""
"9136","K10441",9373,7780,2840,1524,12174,2347,1854,10436,9157,9583,9996,15159,9350,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","rbsA; ribose transport system ATP-binding protein ","[EC:3.6.3.17]									"
"9137","K10442",14,6,0,2,75,0,0,49,16,16,9,48,16425,"","",NA,"","kelch-like protein 1/4/5",""
"9138","K10443",48,7,36,0,91,19,0,19,22,39,70,55,16431,"","",NA,"","kelch-like protein 2/3",""
"9139","K10444",6,0,0,0,0,0,0,0,0,8,0,0,16439,"","",NA,"","kelch-like protein 6",""
"9140","K10445",0,0,0,61,0,3,0,0,0,0,0,0,17267,"","",NA,"",NA,""
"9141","K10446",10,3,3,3,20,4,0,13,6,33,40,38,16440,"","",NA,"","kelch-like protein 8",""
"9142","K10447",0,0,0,0,3,0,0,0,12,0,18,5,8707,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","KLHL9_13; kelch-like protein 9/13									",""
"9143","K10448",18,21,27,16,20,11,0,0,18,8,2,45,16426,"","",NA,"","kelch-like protein 10",""
"9144","K10450",4,5,0,0,12,0,2,9,14,45,28,7,16427,"","",NA,"","kelch-like protein 12",""
"9145","K10452",0,0,0,6,0,0,0,0,0,0,0,4,17268,"","",NA,"",NA,""
"9146","K10453",5,0,0,0,5,3,10,17,0,2,12,3,16428,"","",NA,"","kelch-like protein 16 (gigaxonin)",""
"9147","K10454",54,40,29,14,175,10,124,31,39,63,86,204,16429,"","",NA,"","kelch-like protein 17 (actinfilin)",""
"9148","K10455",48,39,5,15,21,5,21,41,17,33,66,36,16430,"","",NA,"","kelch-like protein 18",""
"9149","K10456",79,3,7,0,31,8,4,64,60,12,81,23,8706,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","KLHL19	 KEAP1	 INRF2; kelch-like protein 19							",""
"9150","K10457",12,2,11,2,35,20,0,12,18,21,31,41,16432,"","",NA,"","kelch-like protein 20",""
"9151","K10458",0,0,0,0,0,10,0,0,11,26,5,5,17269,"","",NA,"",NA,""
"9152","K10459",7,4,0,0,2,0,0,2,6,4,0,0,16433,"","",NA,"","kelch-like protein 22",""
"9153","K10460",4,0,0,1,0,0,0,0,3,0,0,14,16434,"","",NA,"","kelch-like protein 23",""
"9154","K10461",18,7,9,0,24,0,0,6,11,35,17,8,16435,"","",NA,"","kelch-like protein 24/35",""
"9155","K10463",0,3,0,0,12,7,0,8,9,0,22,0,17270,"","",NA,"",NA,""
"9156","K10464",0,3,3,0,2,2,0,0,0,10,11,5,17271,"","",NA,"",NA,""
"9157","K10465",4,0,12,12,3,0,10,5,3,0,9,4,16436,"","",NA,"","kelch-like protein 29",""
"9158","K10466",0,0,0,0,0,0,0,0,0,0,3,0,17272,"","",NA,"",NA,""
"9159","K10468",0,0,0,0,6,0,0,0,0,0,0,0,17273,"","",NA,"",NA,""
"9160","K10471",0,2,0,0,0,0,0,0,2,0,0,0,17274,"","",NA,"",NA,""
"9161","K10472",0,9,0,0,0,0,0,0,0,0,0,0,17275,"","",NA,"",NA,""
"9162","K10473",0,3,0,0,0,0,0,0,0,0,2,0,17276,"","",NA,"",NA,""
"9163","K10475",0,0,0,0,0,0,0,9,0,15,7,0,17277,"","",NA,"",NA,""
"9164","K10476",0,0,0,0,0,0,0,0,0,3,8,6,17278,"","",NA,"",NA,""
"9165","K10477",0,0,0,3,0,0,0,0,0,10,55,0,17279,"","",NA,"",NA,""
"9166","K10478",0,0,0,11,32,5,0,0,0,0,25,0,17280,"","",NA,"",NA,""
"9167","K10479",0,0,0,0,17,16,0,35,0,0,30,0,17281,"","",NA,"",NA,""
"9168","K10480",0,1,0,0,0,0,0,0,0,1,0,0,17282,"","",NA,"",NA,""
"9169","K10481",0,5,0,0,26,0,15,9,14,16,17,0,17283,"","",NA,"",NA,""
"9170","K10482",0,0,0,0,0,11,16,17,20,0,35,0,17284,"","",NA,"",NA,""
"9171","K10484",0,0,0,0,0,14,0,0,0,0,8,0,9209,"Genetic Information Processing","Replication and repair",3460,"Fanconi anemia pathway [PATH:ko03460]","BTBD12	 SLX4; structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)								",""
"9172","K10520",31,0,16,0,0,0,0,0,40,0,0,2,15399,"","",NA,"","ankyrin repeat and BTB/POZ domain-containing protein 1",""
"9173","K10521",0,7,0,0,0,3,0,0,0,4,0,0,17285,"","",NA,"",NA,""
"9174","K10523",14,19,0,0,212,10,0,145,20,24,181,68,19354,"","",NA,"","speckle-type POZ protein",""
"9175","K10524",0,98,0,0,0,20,0,9,0,0,20,24,5559,"Metabolism","Metabolism of cofactors and vitamins",760,"Nicotinate and nicotinamide metabolism [PATH:ko00760]","NRK1_2; nicotinamide/nicotinate riboside kinase ","[EC:2.7.1.22 2.7.1.173]									"
"9176","K10526",86,39,14,8,66,7,13,46,29,48,46,55,3470,"Metabolism","Lipid metabolism",592,"alpha-Linolenic acid metabolism [PATH:ko00592]","OPCL1; OPC-8:0 CoA ligase 1 ","[EC:6.2.1.-]									"
"9177","K10527",256,129,43,28,192,67,39,168,141,183,159,183,458,"Metabolism","Overview",1212,"Fatty acid metabolism [PATH:ko01212]","MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase ","[EC:4.2.1.17 1.1.1.35 1.1.1.211]									"
"9178","K10527",256,129,43,28,192,67,39,168,141,183,159,183,2966,"Metabolism","Lipid metabolism",71,"Fatty acid degradation [PATH:ko00071]","MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase ","[EC:4.2.1.17 1.1.1.35 1.1.1.211]									"
"9179","K10527",256,129,43,28,192,67,39,168,141,183,159,183,3472,"Metabolism","Lipid metabolism",592,"alpha-Linolenic acid metabolism [PATH:ko00592]","MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase ","[EC:4.2.1.17 1.1.1.35 1.1.1.211]									"
"9180","K10529",40,34,10,19,33,11,9,66,54,82,63,92,3479,"Metabolism","Lipid metabolism",592,"alpha-Linolenic acid metabolism [PATH:ko00592]","DOX1; alpha-dioxygenase ","[EC:1.-.-.-]									"
"9181","K10530",98,54,8,7,94,7,4,38,28,79,158,14,16467,"","",NA,"","lactate oxidase ",""
"9182","K10531",79,0,92,0,3,0,0,0,47,77,0,28,16460,"","",NA,"","L-ornithine N5-oxygenase ",""
"9183","K10532",39,46,8,8,19,67,5,55,72,35,62,118,5297,"Metabolism","Glycan biosynthesis and metabolism",531,"Glycosaminoglycan degradation [PATH:ko00531]","HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase ","[EC:2.3.1.78]									"
"9184","K10532",39,46,8,8,19,67,5,55,72,35,62,118,13889,"Cellular Processes","Transport and catabolism",4142,"Lysosome [PATH:ko04142]","HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase ","[EC:2.3.1.78]									"
"9185","K10533",1757,896,260,14,1169,527,71,627,394,1318,1461,451,6238,"Metabolism","Metabolism of terpenoids and polyketides",903,"Limonene and pinene degradation [PATH:ko00903]","E3.3.2.8; limonene-1	2-epoxide hydrolase ","[EC:3.3.2.8]								"
"9186","K10534",309,163,51,34,378,32,21,178,211,147,224,340,2760,"Metabolism","Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910]","NR; nitrate reductase (NAD(P)H) ","[EC:1.7.1.1 1.7.1.2 1.7.1.3]									"
"9187","K10535",195,127,11,0,222,119,8,75,95,52,163,68,2789,"Metabolism","Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910]","hao; hydroxylamine dehydrogenase ","[EC:1.7.2.6]									"
"9188","K10536",3601,3242,1417,869,5156,1520,785,2768,2628,3430,3264,4481,4471,"Metabolism","Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330]","aguA; agmatine deiminase ","[EC:3.5.3.12]									"
"9189","K10537",0,0,0,0,0,0,0,0,50,0,0,0,9352,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","araF; L-arabinose transport system substrate-binding protein									",""
"9190","K10539",1003,708,295,144,1082,239,154,939,850,775,965,1441,9354,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","araG; L-arabinose transport system ATP-binding protein ","[EC:3.6.3.17]									"
"9191","K10540",45,13,6,32,89,14,0,123,117,161,0,404,14054,"Cellular Processes","Cell motility",2030,"Bacterial chemotaxis [PATH:ko02030]","mglB; methyl-galactoside transport system substrate-binding protein									",""
"9192","K10540",45,13,6,32,89,14,0,123,117,161,0,404,9355,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","mglB; methyl-galactoside transport system substrate-binding protein									",""
"9193","K10542",1865,1296,652,277,2181,394,252,1826,1631,1733,1630,2683,9357,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","mglA; methyl-galactoside transport system ATP-binding protein ","[EC:3.6.3.17]									"
"9194","K10543",2603,1590,581,349,2531,728,369,3268,2282,2296,2571,3749,9358,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","xylF; D-xylose transport system substrate-binding protein									",""
"9195","K10545",1129,829,301,211,1145,451,194,1146,1302,1108,968,1819,9360,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","xylG; D-xylose transport system ATP-binding protein ","[EC:3.6.3.17]									"
"9196","K10546",1311,1410,604,398,2246,688,470,2600,2068,2339,1543,3809,9333,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","ABC.GGU.S	 chvE; putative multiple sugar transport system substrate-binding protein								",""
"9197","K10548",578,402,147,134,545,333,109,694,779,637,497,1032,9335,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","ABC.GGU.A	 gguA; putative multiple sugar transport system ATP-binding protein								",""
"9198","K10549",91,129,0,117,226,17,16,146,235,86,162,92,9361,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","alsB; D-allose transport system substrate-binding protein									",""
"9199","K10552",1449,1200,457,393,1714,194,279,919,1029,614,1222,1127,9364,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","frcB; fructose transport system substrate-binding protein									",""
"9200","K10553",246,1181,181,168,1179,86,39,570,724,778,738,2018,9365,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","frcC; fructose transport system permease protein									",""
"9201","K10555",109,56,15,9,142,36,0,166,174,78,102,218,9367,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","lsrB; AI-2 transport system substrate-binding protein									",""
"9202","K10558",71,46,29,24,175,36,3,59,113,74,89,154,9370,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","lsrA	 ego; AI-2 transport system ATP-binding protein								",""
"9203","K10559",1093,848,318,236,1907,350,206,1720,1256,849,1112,1617,9371,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","rhaS; rhamnose transport system substrate-binding protein									",""
"9204","K10562",1893,1396,488,213,2378,354,319,1843,1648,1583,1659,2321,9374,"Environmental Information Processing","Membrane transport",2010,"ABC transporters [PATH:ko02010]","rhaT; rhamnose transport system ATP-binding protein ","[EC:3.6.3.17]									"
"9205","K10563",16327,11811,4369,3051,22247,5908,2783,12067,11425,14098,15873,18240,8947,"Genetic Information Processing","Replication and repair",3410,"Base excision repair [PATH:ko03410]","mutM	 fpg; formamidopyrimidine-DNA glycosylase ","[EC:3.2.2.23 4.2.99.18]								"
"9206","K10564",142,36,0,98,61,41,0,38,16,0,75,87,14085,"Cellular Processes","Cell motility",2040,"Flagellar assembly [PATH:ko02040]","motC; chemotaxis protein MotC									",""
"9207","K10565",3,3,0,3,37,4,30,9,12,54,6,75,14086,"Cellular Processes","Cell motility",2040,"Flagellar assembly [PATH:ko02040]","motD; chemotaxis protein MotD									",""
"9208","K10568",0,0,0,0,3,0,0,0,130,0,0,0,8952,"Genetic Information Processing","Replication and repair",3410,"Base excision repair [PATH:ko03410]","NEIL2; endonuclease VIII-like 2 ","[EC:3.2.2.- 4.2.99.18]									"
"9209","K10570",117,97,19,4,14,4,14,90,26,2,58,23,9001,"Genetic Information Processing","Replication and repair",3420,"Nucleotide excision repair [PATH:ko03420]","ERCC8	 CKN1	 CSA; DNA excision repair protein ERCC-8							",""
"9210","K10570",117,97,19,4,14,4,14,90,26,2,58,23,8713,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","ERCC8	 CKN1	 CSA; DNA excision repair protein ERCC-8							",""
"9211","K10571",0,0,0,0,0,0,0,0,0,10,0,0,8714,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","DET1; de-etiolated-1									",""
"9212","K10572",0,0,0,0,0,0,0,0,12,0,0,0,2115,"Metabolism","Carbohydrate metabolism",562,"Inositol phosphate metabolism [PATH:ko00562]","IPPK; inositol-pentakisphosphate 2-kinase ","[EC:2.7.1.158]									"
"9213","K10572",0,0,0,0,0,0,0,0,12,0,0,0,12000,"Environmental Information Processing","Signal transduction",4070,"Phosphatidylinositol signaling system [PATH:ko04070]","IPPK; inositol-pentakisphosphate 2-kinase ","[EC:2.7.1.158]									"
"9214","K10573",497,136,88,126,500,300,85,239,297,412,215,314,8619,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2A	 UBC2	 RAD6A; ubiquitin-conjugating enzyme E2 A ","[EC:2.3.2.23]							"
"9215","K10574",290,71,42,76,297,182,56,154,173,242,113,166,8620,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2B	 RAD6B; ubiquitin-conjugating enzyme E2 B ","[EC:2.3.2.23]								"
"9216","K10575",283,43,165,69,57,98,67,133,57,23,271,48,8624,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2G1	 UBC7; ubiquitin-conjugating enzyme E2 G1 ","[EC:2.3.2.23]								"
"9217","K10575",283,43,165,69,57,98,67,133,57,23,271,48,8559,"Genetic Information Processing","Folding sorting and degradation",4141,"Protein processing in endoplasmic reticulum [PATH:ko04141]","UBE2G1	 UBC7; ubiquitin-conjugating enzyme E2 G1 ","[EC:2.3.2.23]								"
"9218","K10576",335,258,132,0,127,0,0,17,0,0,313,178,8626,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2H	 UBC8; ubiquitin-conjugating enzyme E2 H ","[EC:2.3.2.23]								"
"9219","K10577",265,0,0,0,91,10,0,218,171,73,301,90,8177,"Genetic Information Processing","Translation",3013,"RNA transport [PATH:ko03013]","UBE2I	 UBC9; ubiquitin-conjugating enzyme E2 I								",""
"9220","K10577",265,0,0,0,91,10,0,218,171,73,301,90,8627,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2I	 UBC9; ubiquitin-conjugating enzyme E2 I								",""
"9221","K10577",265,0,0,0,91,10,0,218,171,73,301,90,11543,"Environmental Information Processing","Signal transduction",4064,"NF-kappa B signaling pathway [PATH:ko04064]","UBE2I	 UBC9; ubiquitin-conjugating enzyme E2 I								",""
"9222","K10578",49,39,17,0,24,0,0,8,0,13,12,49,8557,"Genetic Information Processing","Folding sorting and degradation",4141,"Protein processing in endoplasmic reticulum [PATH:ko04141]","UBE2J1	 NCUBE1	 UBC6; ubiquitin-conjugating enzyme E2 J1 ","[EC:2.3.2.23]							"
"9223","K10578",49,39,17,0,24,0,0,8,0,13,12,49,8628,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2J1	 NCUBE1	 UBC6; ubiquitin-conjugating enzyme E2 J1 ","[EC:2.3.2.23]							"
"9224","K10579",194,347,181,75,12,188,0,0,276,59,117,0,8632,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2M	 UBC12; ubiquitin-conjugating enzyme E2 M								",""
"9225","K10580",445,269,0,0,409,168,29,160,69,105,88,113,8633,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2N	 BLU	 UBC13; ubiquitin-conjugating enzyme E2 N ","[EC:2.3.2.23]							"
"9226","K10581",766,654,104,127,1074,189,150,559,363,460,818,1074,8634,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2O; ubiquitin-conjugating enzyme E2 O ","[EC:2.3.2.24]									"
"9227","K10582",0,73,0,0,205,0,0,167,0,0,0,42,8635,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2Q; ubiquitin-conjugating enzyme E2 Q ","[EC:2.3.2.23]									"
"9228","K10583",121,126,0,28,156,36,0,54,41,32,251,0,8637,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2S	 E2EPF; ubiquitin-conjugating enzyme E2 S ","[EC:2.3.2.23]								"
"9229","K10585",13,11,0,0,0,0,9,0,0,60,10,22,8640,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE2Z; ubiquitin-conjugating enzyme E2 Z ","[EC:2.3.2.23]									"
"9230","K10586",0,0,0,0,5,0,0,0,0,0,6,0,8642,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","BIRC6	 BRUCE; baculoviral IAP repeat-containing protein 6 (apollon) ","[EC:2.3.2.23]								"
"9231","K10587",7,2,4,2,17,5,0,11,6,0,20,0,8643,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE3A	 E6AP; ubiquitin-protein ligase E3 A ","[EC:2.3.2.26]								"
"9232","K10588",29,14,8,0,25,9,3,31,23,5,24,5,8644,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE3B; ubiquitin-protein ligase E3 B ","[EC:2.3.2.26]									"
"9233","K10589",14,12,4,2,21,17,3,13,0,4,17,26,8645,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE3C; ubiquitin-protein ligase E3 C ","[EC:2.3.2.26]									"
"9234","K10590",3,3,8,0,5,0,0,3,5,2,38,18,8650,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","TRIP12; E3 ubiquitin-protein ligase TRIP12 ","[EC:2.3.2.26]									"
"9235","K10591",50,53,13,17,32,1,75,30,35,68,31,7,8651,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","NEDD4	 RSP5; E3 ubiquitin-protein ligase NEDD4 ","[EC:2.3.2.26]								"
"9236","K10591",50,53,13,17,32,1,75,30,35,68,31,7,13579,"Cellular Processes","Transport and catabolism",4144,"Endocytosis [PATH:ko04144]","NEDD4	 RSP5; E3 ubiquitin-protein ligase NEDD4 ","[EC:2.3.2.26]								"
"9237","K10592",227,130,92,45,354,105,30,227,239,218,253,440,8653,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","HUWE1	 MULE	 ARF-BP1; E3 ubiquitin-protein ligase HUWE1 ","[EC:2.3.2.26]							"
"9238","K10593",2,10,2,1,8,0,2,1,2,1,2,1,8654,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","EDD1	 UBR5; E3 ubiquitin-protein ligase EDD1 ","[EC:2.3.2.26]								"
"9239","K10594",1,2,1,1,2,0,1,1,0,1,4,1,8655,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","HERC1; E3 ubiquitin-protein ligase HERC1 ","[EC:2.3.2.26]									"
"9240","K10595",14,2,4,2,17,5,0,7,4,4,19,7,8656,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","HERC2; E3 ubiquitin-protein ligase HERC2 ","[EC:2.3.2.26]									"
"9241","K10597",6,35,21,3,9,11,0,0,4,0,29,33,8529,"Genetic Information Processing","Folding sorting and degradation",4141,"Protein processing in endoplasmic reticulum [PATH:ko04141]","UBE4B	 UFD2; ubiquitin conjugation factor E4 B ","[EC:2.3.2.27]								"
"9242","K10597",6,35,21,3,9,11,0,0,4,0,29,33,8660,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","UBE4B	 UFD2; ubiquitin conjugation factor E4 B ","[EC:2.3.2.27]								"
"9243","K10598",213,118,41,23,259,97,17,134,66,87,169,223,8662,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","PPIL2	 CYC4	 CHP60; peptidyl-prolyl cis-trans isomerase-like 2 ","[EC:5.2.1.8]							"
"9244","K10599",48,32,130,0,120,89,0,9,53,12,182,29,7861,"Genetic Information Processing","Transcription",3040,"Spliceosome [PATH:ko03040]","PRPF19	 PRP19; pre-mRNA-processing factor 19 ","[EC:2.3.2.27]								"
"9245","K10599",48,32,130,0,120,89,0,9,53,12,182,29,8663,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","PRPF19	 PRP19; pre-mRNA-processing factor 19 ","[EC:2.3.2.27]								"
"9246","K10601",14,24,3,0,16,0,0,8,79,17,24,16,8681,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","SYVN1	 HRD1; E3 ubiquitin-protein ligase synoviolin ","[EC:2.3.2.27]								"
"9247","K10601",14,24,3,0,16,0,0,8,79,17,24,16,8563,"Genetic Information Processing","Folding sorting and degradation",4141,"Protein processing in endoplasmic reticulum [PATH:ko04141]","SYVN1	 HRD1; E3 ubiquitin-protein ligase synoviolin ","[EC:2.3.2.27]								"
"9248","K10604",0,6,0,0,7,27,0,0,0,0,0,5,8684,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","MGRN1; E3 ubiquitin-protein ligase MGRN1 ","[EC:2.3.2.27]									"
"9249","K10605",0,0,0,0,0,0,0,0,2,0,0,0,8685,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","BRCA1; breast cancer type 1 susceptibility protein ","[EC:2.3.2.27]									"
"9250","K10605",0,0,0,0,0,0,0,0,2,0,0,0,12655,"Environmental Information Processing","Signal transduction",4151,"PI3K-Akt signaling pathway [PATH:ko04151]","BRCA1; breast cancer type 1 susceptibility protein ","[EC:2.3.2.27]									"
"9251","K10605",0,0,0,0,0,0,0,0,2,0,0,0,9182,"Genetic Information Processing","Replication and repair",3460,"Fanconi anemia pathway [PATH:ko03460]","BRCA1; breast cancer type 1 susceptibility protein ","[EC:2.3.2.27]									"
"9252","K10606",93,0,34,0,0,0,0,32,41,0,82,23,9172,"Genetic Information Processing","Replication and repair",3460,"Fanconi anemia pathway [PATH:ko03460]","FANCL	 PHF9; E3 ubiquitin-protein ligase FANCL ","[EC:2.3.2.27]								"
"9253","K10606",93,0,34,0,0,0,0,32,41,0,82,23,8686,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","FANCL	 PHF9; E3 ubiquitin-protein ligase FANCL ","[EC:2.3.2.27]								"
"9254","K10607",11,1,0,0,2,0,0,0,0,3,0,0,8688,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","TRIM32	 HT2A; tripartite motif-containing protein 32 ","[EC:2.3.2.27]								"
"9255","K10608",11,0,4,0,0,0,0,0,3,4,5,0,8689,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","TRIM37	 MUL; tripartite motif-containing protein 37 ","[EC:2.3.2.27]								"
"9256","K10609",79,125,0,6,31,60,2,18,0,76,109,25,8710,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","CUL4; cullin 4									",""
"9257","K10609",79,125,0,6,31,60,2,18,0,76,109,25,8995,"Genetic Information Processing","Replication and repair",3420,"Nucleotide excision repair [PATH:ko03420]","CUL4; cullin 4									",""
"9258","K10610",74,12,12,0,51,0,9,22,8,0,50,28,8711,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","DDB1; DNA damage-binding protein 1									",""
"9259","K10610",74,12,12,0,51,0,9,22,8,0,50,28,8996,"Genetic Information Processing","Replication and repair",3420,"Nucleotide excision repair [PATH:ko03420]","DDB1; DNA damage-binding protein 1									",""
"9260","K10611",70,29,0,0,64,0,13,8,0,1,45,0,8715,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","RBX2	 ROC2	 RNF7; RING-box protein 2							",""
"9261","K10612",3,15,30,0,29,0,0,0,19,21,41,0,8716,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","CUL5; cullin 5									",""
"9262","K10614",5,4,3,0,0,13,2,2,2,0,11,3,8657,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","HERC3; E3 ubiquitin-protein ligase HERC3 ","[EC:2.3.2.26]									"
"9263","K10615",6,5,3,2,9,9,0,8,2,15,13,2,8658,"Genetic Information Processing","Folding sorting and degradation",4120,"Ubiquitin mediated proteolysis [PATH:ko04120]","HERC4; E3 ubiquitin-protein ligase HERC4 ","[EC:2.3.2.26]									"
"9264","K10620",112,127,33,0,296,57,17,190,118,234,175,239,768,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","cmtB; 2	3-dihydroxy-2	3-dihydro-p-cumate dehydrogenase ","[EC:1.3.1.58]							"
"9265","K10620",112,127,33,0,296,57,17,190,118,234,175,239,7399,"Metabolism","Xenobiotics biodegradation and metabolism",622,"Xylene degradation [PATH:ko00622]","cmtB; 2	3-dihydroxy-2	3-dihydro-p-cumate dehydrogenase ","[EC:1.3.1.58]							"
"9266","K10622",443,248,332,73,675,209,68,660,691,856,989,1452,770,"Metabolism","Overview",1220,"Degradation of aromatic compounds [PATH:ko01220]","cmtD	 dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase ","[EC:4.1.1.-]								"
"9267","K10622",443,248,332,73,675,209,68,660,691,856,989,1452,7112,"Metabolism","Xenobiotics biodegradation and metabolism",362,"Benzoate degradation [PATH:ko00362]","cmtD	 dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase ","[EC:4.1.1.-]								"
